Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_2het_group2-Amil_process1_05-6-25	Run 6	-5137.43	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.66267, 200.0, 1.06888, 10.71576, 5.14526, 0.001, 0.30345, 1.71e-13, 3.10199, 0.00851, 200.0, 173.34509, 2.10e-14, 14.99999, 3.63175, 0.39158, 0.61677, 0.68153)	18802.072968221786
output_proj_2het_group4-Amil_process1_05-6-25	Run 2	-4687.06	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.13791, 94.43219, 0.68606, 0.11092, 19.91707, 14.27794, 0.00e+00, 0.00e+00, 1.50614, 0.97082, 10.32133, 4.09353, 1.4893, 0.05241, 13.95035, 0.00e+00, 0.25176, 0.37066)	26032.5552998264
output_proj_2het_group4-Amil_process1_05-6-25	Run 1	-6532.98	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.77745, 200.0, 1.35183, 16.93805, 3.90186, 8.41e-18, 0.04683, 3.83e-14, 7.31e-13, 0.44538, 18.83124, 7.02421, 8.69e-13, 1.00e-13, 2.18784, 0.001, 0.05239, 0.61882)	15592.683661193378
output_proj_2het_group4-Amil_process1_05-6-25	Run 5	-7253.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.03627, 200.0, 0.44398, 1.0, 1.0, 0.6499, 0.00e+00, 0.00e+00, 2.19478, 0.53631, 7.4253, 3.18036, 0.35055, 0.001, 2.16313, 0.00e+00, 0.17931, 0.59214)	38646.86904368508
output_proj_2het_group4-Amil_process1_05-6-25	Run 7	-7952.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00043, 200.0, 4.88997, 0.07807, 200.0, 1.96877, 15.0, 1.84256, 0.00e+00, 0.99452, 10.28701, 4.33777, 0.45891, 0.00e+00, 1.39858, 0.00e+00, 0.97291, 0.53807)	24657.209029353085
output_proj_2het_group4-Amil_process1_05-6-25	Run 4	-9678.92	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.64841, 200.0, 0.6052, 0.03486, 200.0, 7.49091, 4.71757, 3.28766, 0.13937, 1.16963, 9.91494, 4.77945, 0.001, 1.28558, 0.00e+00, 3.06254, 1.0, 0.58565)	24471.038221844887
output_proj_2het_group4-Amil_process4_05-6-25	Run 5	-3741.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.73115, 200.0, 1.26628, 13.21727, 4.33683, 0.00e+00, 0.00e+00, 0.00e+00, 0.31605, 0.07158, 17.08508, 18.083, 0.16654, 2.85299, 0.06906, 13.72007, 0.46802, 0.64159)	18966.42993141344
output_proj_2het_group4-Amil_process4_05-6-25	Run 3	-4653.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 1.48312, 19.72206, 5.97248, 1.94917, 0.001, 15.0, 1.95e-19, 0.023, 4.11602, 12.34074, 1.84e-20, 5.61976, 5.74e-21, 8.92511, 0.27061, 0.59546)	16057.071809774354
output_proj_2het_group4-Amil_process4_05-6-25	Run 2	-5565.80	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00001, 200.0, 0.49304, 0.04555, 19.95642, 15.0, 0.8457, 0.00e+00, 6.68298, 0.27996, 2.69068, 1.0, 2.33692, 0.18024, 15.0, 0.001, 0.05547, 0.44542)	94131.50232425219
output_proj_2het_group4-Amil_process4_05-6-25	Run 7	-5922.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.4563, 200.0, 0.91884, 12.21825, 3.97192, 0.00e+00, 0.2906, 0.08966, 5.82956, 0.0071, 1.0, 1.0, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.5196, 0.62678)	27227.67270155095
output_proj_2het_group4-Amil_process4_05-6-25	Run 8	-8023.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00007, 4.2598, 2.09598, 21.99584, 63.55884, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.11668, 10.49159, 1.58809, 0.00e+00, 0.47597, 4.49055, 0.00e+00, 0.7271, 0.53918)	11945.88805378484
output_full_2het_group2-Amil_process3_05-6-25	Run 7	-8069.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.64214, 200.0, 1.06911, 10.83773, 4.81028, 0.00e+00, 0.00e+00, 0.00e+00, 2.20886, 0.03927, 12.24731, 15.0753, 0.24645, 5.79826, 0.2809, 15.0, 0.74469, 0.69011)	18672.657230570312
output_full_2het_group2-Amil_process3_05-6-25	Run 3	-12598.99	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.78908, 0.64381, 13.01201, 0.10391, 0.73936, 0.00e+00, 0.76946, 3.80406, 8.09951, 0.21201, 2.08667, 1.09544, 0.001, 1.1978, 0.00e+00, 5.59081, 1.0, 0.37418)	97432.25653827924
output_full_2het_group2-Amil_process3_05-6-25	Run 6	-13718.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.07481, 200.0, 0.21227, 0.62713, 200.0, 1.15441, 13.77568, 1.26e-23, 0.00e+00, 0.90864, 8.56406, 5.3325, 6.10324, 0.001, 11.70257, 1.50e-22, 1.0, 0.33062)	22318.62903311889
output_full_2het_group2-Amil_process3_05-6-25	Run 1	-14641.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.0125, 1.00086, 6.77625, 0.02211, 89.94665, 0.34877, 7.09848, 15.0, 7.12399, 0.18217, 1.60268, 1.04025, 4.69082, 0.00e+00, 4.18446, 0.00e+00, 0.21883, 0.50922)	111161.96056542998
output_full_2het_group2-Amil_process3_05-6-25	Run 4	-14799.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 0.25388, 2.20227, 1.97404, 200.0, 0.001, 9.09019, 0.00e+00, 0.00e+00, 0.10541, 8.65208, 0.99963, 0.2406, 0.08817, 0.30386, 8.38745, 0.47103, 0.32758)	15877.934056486461
output_proj_2het_group3-group4_process7_05-6-25	Run 5	-1923.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(6.01538, 14.95667, 1.61454, 16.52293, 36.11247, 0.00e+00, 8.70624, 0.05976, 3.90052, 0.01456, 4.02431, 6.28435, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.49262, 0.12743)	6741.832185841578
output_proj_2het_group3-group4_process7_05-6-25	Run 3	-2190.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.73799, 44.28492, 1.26257, 14.34656, 20.83602, 0.08694, 3.35884, 0.00e+00, 1.918, 0.00974, 9.11042, 200.0, 6.93241, 15.0, 0.00e+00, 11.19687, 0.50729, 0.33886)	8277.066357425569
output_proj_2het_group3-group4_process7_05-6-25	Run 2	-2633.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 1.0, 0.45029, 8.38292, 1.00001, 1.88754, 0.00e+00, 0.00e+00, 4.01187, 1.5151, 9.65466, 17.91455, 0.23022, 11.00415, 0.09042, 5.69701, 0.4527, 0.44391)	11208.340708246888
output_proj_2het_group3-group4_process7_05-6-25	Run 6	-2854.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(2.66644, 3.54098, 0.59192, 1.80789, 200.0, 4.01988, 0.00015, 0.00e+00, 0.31353, 2.07831, 14.69647, 29.91544, 0.21427, 4.80191, 0.00e+00, 1.72353, 0.00105, 0.42231)	6870.420154946778
output_proj_2het_group3-group4_process7_05-6-25	Run 1	-3598.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 0.99998, 2.59186, 47.08965, 19.3895, 0.41872, 0.00e+00, 0.00e+00, 0.73926, 0.01989, 1.001, 19.04672, 15.0, 0.00e+00, 9.97436, 0.00e+00, 0.33365, 0.79979)	6915.462216431172
output_proj_2het_group3-group4_process6_05-6-25	Run 8	-1331.64	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.04809, 2.30668, 3.57497, 138.9429, 33.61609, 0.001, 7.94254, 1.94586, 9.08518, 0.00131, 1.97913, 2.53239, 0.00e+00, 2.7093, 0.00e+00, 0.00e+00, 0.02884, 0.97477)	23409.08504879198
output_proj_2het_group3-group4_process6_05-6-25	Run 2	-2784.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(19.96158, 0.38717, 0.73247, 0.20204, 22.29647, 7.26606, 0.00e+00, 0.61534, 2.19558, 1.37459, 10.10754, 19.65081, 11.31616, 0.31831, 5.96764, 0.00e+00, 0.77098, 0.54301)	10392.559273436042
output_proj_2het_group3-group4_process6_05-6-25	Run 5	-3337.21	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.76866, 2.49925, 1.91688, 0.06818, 1.02231, 2.78046, 0.00e+00, 0.00e+00, 8.40486, 0.44019, 2.62015, 5.16459, 1.71449, 15.0, 0.001, 11.15877, 0.06487, 0.44395)	39877.92557073077
output_proj_2het_group3-group4_process6_05-6-25	Run 7	-3420.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01041, 0.01599, 0.00295, 1.26058, 11.75345, 0, 0, 0.00e+00, 0.00e+00, 3.25287, 17.72074, 26.87247, 0.11603, 7.40312, 0.05642, 4.90991, 0.80348, 0.44169)	6522.362051762345
output_proj_2het_group3-group4_process6_05-6-25	Run 6	-3492.43	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.99425, 200.0, 0.1121, 0.13079, 1.48353, 0.00e+00, 0.00e+00, 1.28331, 0.00e+00, 2.37579, 11.24563, 24.28748, 0.28207, 5.68513, 0.00e+00, 2.60595, 1.0, 0.41892)	8293.038198885377
output_full_2het_group4-Amil_process2_05-6-25	Run 6	-1430.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.44916, 7.43327, 0.01299, 6.38438, 1.25902, 4.30384, 0.16232, 0.00e+00, 0.00e+00, 4.96655, 59.17323, 0.32347, 0.00e+00, 14.53014, 0.82052, 14.97633, 0.00252, 0.24576)	0.7956766607917208
output_full_2het_group4-Amil_process2_05-6-25	Run 4	-7050.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.80729, 200.0, 1.18986, 17.44979, 4.73421, 0.00e+00, 0.00e+00, 0.00e+00, 0.001, 0.22237, 11.85347, 5.67639, 0.70782, 0.04927, 4.61085, 0.11304, 0.01415, 0.475)	17967.71309829442
output_full_2het_group4-Amil_process2_05-6-25	Run 1	-7266.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.73779, 200.0, 1.27236, 14.4608, 4.56263, 0.00e+00, 0.01466, 0.00e+00, 0.06787, 0.22553, 15.63134, 6.43589, 0.53626, 0.00e+00, 4.18581, 0.00e+00, 0.00011, 0.50003)	17610.841159261105
output_full_2het_group4-Amil_process2_05-6-25	Run 3	-9179.77	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.40107, 0.01, 1.86114, 0.13228, 1.23106, 0.00e+00, 0.00e+00, 3.66995, 4.53682, 0.26437, 2.73022, 1.18032, 0.18623, 3.09121, 0.00e+00, 15.0, 1.0, 0.57628)	94222.11870880307
output_full_2het_group4-Amil_process2_05-6-25	Run 2	-9728.23	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.0825, 1.001, 0.57338, 10.63886, 2.2883, 0.10179, 0.00e+00, 1.03607, 0.00e+00, 3.27063, 26.67864, 6.3839, 15.0, 0.00e+00, 14.06861, 0.88741, 0.8472, 0.9717)	42.865748721922586
output_proj_2het_group2-Amil_process5_05-6-25	Run 2	-958.63	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.97403, 4.83737, 12.17196, 11.74866, 17.26463, 0.00e+00, 9.29447, 0.00e+00, 10.67948, 0.02766, 1.46418, 1.0164, 3.58446, 0.45319, 5.50714, 8.51385, 0.19546, 0.34559)	1556.6472945133307
