Directory	Run	LogLikelihood	ModelParameters	ModelValues
output_full_group2-group4_process2_30-5-25	Run 7	-13210.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(15.135, 0.168, 1.972, 5.625, 27.601, 0.00e+00, 0.00e+00, 0.619, 18.567, 24.696, 0.679, 0.153, 7837.10)
output_full_group1-group2_process7_30-5-25	Run 8	-12743.58	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.475, 0.843, 2.529, 0.75, 15.846, 0.00e+00, 0.507, 1.714, 20.367, 21.564, 0.14, 0.368, 6000.23)
output_full_group1-group2_process7_30-5-25	Run 3	-12793.47	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.249, 0.567, 2.581, 1.0, 18.17, 0.00e+00, 0.329, 1.911, 23.557, 23.58, 0.117, 0.345, 5320.01)
output_full_group1-group2_process7_30-5-25	Run 6	-12816.64	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.362, 0.693, 2.629, 1.38, 15.843, 0.00e+00, 0.001, 2.702, 31.979, 31.986, 0.076, 0.292, 4009.58)
output_full_group1-group2_process7_30-5-25	Run 5	-13137.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.724, 1.765, 1.623, 1.279, 25.928, 0.00e+00, 0.00e+00, 1.668, 22.55, 22.439, 0.157, 0.319, 5657.69)
output_full_group1-group2_process7_30-5-25	Run 1	-13244.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.084, 0.385, 1.656, 1.615, 25.531, 0.00e+00, 0.00e+00, 1.467, 21.696, 23.324, 0.207, 0.26, 5746.08)
output_full_group2-Amil_process5_30-5-25	Run 3	-24155.82	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.421, 0.19, 3.064, 1.283, 15.937, 0.00e+00, 0.00e+00, 2.623, 22.527, 10.726, 0.033, 0.215, 8713.46)
output_full_group2-Amil_process5_30-5-25	Run 7	-24155.98	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.922, 2.055, 2.848, 1.23, 15.578, 0.00e+00, 0.00e+00, 2.513, 21.776, 10.35, 0.035, 0.222, 9077.74)
output_full_group2-Amil_process5_30-5-25	Run 2	-24159.06	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(41.322, 7.565, 2.416, 1.089, 19.2, 0.00e+00, 0.00e+00, 2.175, 19.145, 8.881, 0.042, 0.248, 10325.17)
output_full_group2-Amil_process5_30-5-25	Run 8	-24172.50	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.424, 0.767, 2.383, 1.001, 15.607, 0.00e+00, 0.00e+00, 2.237, 19.102, 8.946, 0.038, 0.261, 10347.91)
output_full_group2-Amil_process5_30-5-25	Run 4	-24174.13	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.361, 0.693, 1.897, 0.902, 14.265, 0.00e+00, 0.00e+00, 1.884, 16.411, 7.935, 0.048, 0.281, 11997.80)
output_full_group4-Amil_process8_30-5-25	Run 1	-25545.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.923, 0.196, 2.983, 1.173, 14.534, 0.00e+00, 0.00e+00, 2.563, 23.867, 8.858, 0.033, 0.264, 10697.89)
output_full_group4-Amil_process8_30-5-25	Run 2	-25553.92	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.097, 0.561, 2.847, 1.08, 9.961, 0.00e+00, 0.00e+00, 2.481, 22.687, 8.454, 0.031, 0.291, 11272.80)
output_full_group4-Amil_process8_30-5-25	Run 6	-25575.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.305, 0.971, 2.759, 1.088, 13.569, 0.00e+00, 0.00e+00, 2.434, 22.318, 8.609, 0.035, 0.275, 11288.86)
output_full_group4-Amil_process8_30-5-25	Run 8	-25600.12	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.497, 0.075, 2.257, 0.891, 8.483, 0.00e+00, 0.00e+00, 2.131, 19.373, 7.227, 0.037, 0.337, 13202.35)
output_full_group4-Amil_process8_30-5-25	Run 3	-25634.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(24.172, 1.045, 1.935, 0.806, 9.089, 0.00e+00, 0.00e+00, 1.901, 17.399, 6.6, 0.042, 0.364, 14618.10)
output_full_group2-Amil_process2_30-5-25	Run 7	-24150.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.55, 0.6, 2.758, 1.201, 17.332, 0.00e+00, 0.00e+00, 2.382, 20.951, 9.747, 0.037, 0.233, 9459.21)
output_full_group2-Amil_process2_30-5-25	Run 1	-24167.60	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.226, 0.067, 2.148, 1.001, 18.951, 0.00e+00, 0.00e+00, 1.999, 17.772, 8.306, 0.047, 0.263, 11150.92)
output_full_group2-Amil_process2_30-5-25	Run 6	-24167.85	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.6, 0.338, 2.763, 1.215, 15.905, 0.00e+00, 0.00e+00, 2.475, 21.346, 10.29, 0.037, 0.219, 9201.31)
output_full_group2-Amil_process2_30-5-25	Run 2	-24188.58	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.787, 0.01, 2.494, 1.13, 14.532, 0.00e+00, 0.027, 2.192, 19.366, 9.445, 0.042, 0.231, 10161.73)
output_full_group2-Amil_process2_30-5-25	Run 5	-24289.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.287, 0.575, 1.322, 0.64, 21.837, 0.00e+00, 0.00e+00, 1.457, 12.618, 5.891, 0.061, 0.376, 15524.36)
output_full_group1-group2_process5_30-5-25	Run 2	-12620.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.87, 2.023, 2.421, 1.066, 13.143, 0.00e+00, 0.095, 2.36, 27.626, 26.442, 0.076, 0.355, 4686.82)
output_full_group1-group2_process5_30-5-25	Run 3	-12719.81	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.401, 1.964, 1.867, 1.0, 16.847, 0.00e+00, 0.001, 2.013, 24.21, 23.04, 0.097, 0.405, 5330.22)
output_full_group1-group2_process5_30-5-25	Run 8	-12731.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.087, 1.349, 1.609, 0.856, 17.408, 0.00e+00, 0.00e+00, 1.783, 22.094, 19.501, 0.102, 0.473, 6025.47)
output_full_group1-group2_process5_30-5-25	Run 6	-12742.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.863, 0.268, 2.569, 0.762, 15.594, 0.00e+00, 0.478, 1.801, 20.786, 22.377, 0.134, 0.356, 5797.23)
output_full_group1-group2_process5_30-5-25	Run 7	-12765.40	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.786, 0.765, 2.68, 0.723, 16.515, 0.00e+00, 0.579, 1.623, 19.408, 21.206, 0.159, 0.359, 6194.64)
output_full_group1-group3_process6_30-5-25	Run 3	-12750.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(19.712, 1.116, 5.0, 1.0, 32.576, 0.00e+00, 0.494, 1.935, 23.8, 25.945, 0.161, 0.278, 5107.36)
output_full_group1-group3_process6_30-5-25	Run 6	-12750.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.05, 0.918, 4.021, 0.729, 25.448, 0.00e+00, 0.669, 1.478, 18.117, 19.598, 0.21, 0.371, 6711.02)
output_full_group1-group3_process6_30-5-25	Run 8	-12804.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.91, 0.964, 3.21, 0.762, 25.222, 0.00e+00, 0.52, 1.655, 19.918, 19.922, 0.165, 0.41, 6320.20)
output_full_group1-group3_process6_30-5-25	Run 7	-13034.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.926, 0.717, 1.611, 0.622, 13.024, 0.00e+00, 0.221, 1.675, 18.186, 17.344, 0.118, 0.573, 7153.76)
output_full_group1-group3_process6_30-5-25	Run 2	-13238.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.899, 1.252, 2.075, 3.534, 27.772, 0.00e+00, 0.00e+00, 1.065, 24.412, 25.4, 0.303, 0.209, 5774.59)
output_full_group1-group4_process5_30-5-25	Run 5	-12160.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.224, 0.442, 5.0, 0.916, 51.428, 0.00e+00, 0.674, 1.076, 15.251, 25.716, 0.428, 0.113, 7015.62)
output_full_group1-group4_process5_30-5-25	Run 8	-12165.13	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(4.379, 0.628, 5.0, 1.0, 56.803, 0.00e+00, 0.672, 0.96, 14.92, 25.3, 0.499, 0.064, 7049.37)
output_full_group1-group4_process5_30-5-25	Run 2	-12300.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.779, 1.659, 5.0, 0.942, 56.594, 0.00e+00, 0.625, 1.242, 16.744, 26.169, 0.352, 0.155, 6611.26)
output_full_group1-group4_process5_30-5-25	Run 7	-12844.08	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.514, 0.556, 2.034, 2.46, 33.855, 0.00e+00, 0.086, 0.931, 19.014, 27.912, 0.424, 0.136, 6764.13)
output_full_group1-group4_process5_30-5-25	Run 1	-12875.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.582, 0.316, 1.809, 2.179, 37.633, 0.00e+00, 0.051, 0.894, 17.306, 24.526, 0.451, 0.17, 7257.58)
output_full_group2-group3_process4_30-5-25	Run 7	-10763.49	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.141, 9.298, 2.368, 16.85, 15.121, 0.00e+00, 0.00e+00, 0.544, 24.42, 23.679, 0.44, 0.54, 6464.66)
output_full_group2-group3_process4_30-5-25	Run 6	-10779.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.98, 0.304, 2.383, 12.117, 19.192, 0.00e+00, 0.00e+00, 0.558, 25.861, 24.757, 0.571, 0.397, 6427.20)
output_full_group2-group3_process4_30-5-25	Run 8	-11013.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.632, 0.883, 2.22, 9.753, 23.202, 0.00e+00, 0.00e+00, 0.623, 22.59, 21.794, 0.648, 0.319, 6610.65)
output_full_group2-group3_process4_30-5-25	Run 3	-11396.36	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.536, 7.314, 2.232, 5.486, 34.797, 0.00e+00, 0.00e+00, 1.093, 23.419, 24.836, 0.511, 0.181, 5805.55)
output_full_group2-group3_process4_30-5-25	Run 5	-11413.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.005, 3.622, 2.292, 5.62, 40.535, 0.00e+00, 0.00e+00, 1.096, 23.674, 23.972, 0.535, 0.18, 5696.43)
output_full_group1-group2_process2_30-5-25	Run 1	-12714.27	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.479, 0.644, 4.059, 1.244, 16.89, 0.00e+00, 0.21, 2.965, 34.401, 33.592, 0.066, 0.264, 3698.58)
output_full_group1-group2_process2_30-5-25	Run 2	-12715.47	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.05, 3.576, 1.345, 0.58, 8.817, 0.00e+00, 0.19, 1.673, 18.651, 18.505, 0.11, 0.513, 6832.23)
output_full_group1-group2_process2_30-5-25	Run 7	-12716.65	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.971, 4.83, 2.079, 1.0, 15.59, 0.00e+00, 0.00e+00, 2.317, 26.682, 22.893, 0.073, 0.399, 4939.72)
output_full_group1-group2_process2_30-5-25	Run 3	-12740.07	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.106, 100.0, 3.719, 0.935, 18.677, 0.00e+00, 0.44, 2.113, 25.104, 26.862, 0.119, 0.286, 4833.91)
output_full_group1-group2_process2_30-5-25	Run 4	-12791.12	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.659, 0.36, 1.715, 0.623, 12.358, 0.00e+00, 0.388, 1.598, 18.47, 17.883, 0.123, 0.51, 6860.31)
output_full_group2-Amil_process6_30-5-25	Run 3	-24163.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.981, 6.516, 3.503, 1.46, 19.397, 0.00e+00, 0.00e+00, 2.873, 25.136, 11.901, 0.031, 0.193, 7844.14)
output_full_group2-Amil_process6_30-5-25	Run 7	-24164.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.864, 0.528, 3.567, 1.447, 17.65, 0.00e+00, 0.016, 2.88, 25.103, 11.964, 0.031, 0.189, 7844.09)
output_full_group2-Amil_process6_30-5-25	Run 8	-24171.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(46.546, 3.046, 2.861, 1.244, 19.291, 0.00e+00, 0.017, 2.386, 21.159, 9.936, 0.039, 0.219, 9309.82)
output_full_group2-Amil_process6_30-5-25	Run 2	-24173.12	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.371, 0.787, 3.413, 1.431, 24.837, 0.00e+00, 0.00e+00, 2.778, 24.431, 11.174, 0.033, 0.197, 8067.95)
output_full_group2-Amil_process6_30-5-25	Run 6	-24180.72	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.863, 1.246, 2.261, 1.066, 23.661, 0.00e+00, 0.00e+00, 2.036, 18.408, 8.476, 0.046, 0.253, 10798.94)
output_full_group3-group4_process1_30-5-25	Run 8	-8952.19	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.104, 1.001, 2.057, 5.201, 29.734, 0.084, 0.00e+00, 0.676, 15.415, 25.466, 0.983, 0.22, 7722.08)
output_full_group3-group4_process1_30-5-25	Run 6	-9672.72	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.126, 1.957, 1.755, 2.461, 34.335, 0.267, 5.16e-05, 0.899, 13.958, 25.134, 0.951, 0.173, 7918.09)
output_full_group3-group4_process1_30-5-25	Run 2	-9859.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.208, 1.617, 1.812, 3.505, 37.906, 0.242, 0.061, 0.793, 13.951, 22.972, 1.053, 0.17, 7986.39)
output_full_group3-group4_process1_30-5-25	Run 7	-10163.69	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.046, 0.408, 1.807, 2.786, 50.386, 0.00e+00, 2.58e-05, 1.188, 14.4, 25.561, 0.822, 0.177, 7175.79)
output_full_group3-group4_process1_30-5-25	Run 4	-10229.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(25.932, 4.043, 1.456, 2.822, 53.612, 0.00e+00, 0.00e+00, 0.71, 10.66, 17.046, 1.181, 0.294, 9481.82)
output_full_group1-group4_process3_30-5-25	Run 1	-12152.09	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.282, 0.339, 5.0, 0.841, 46.483, 0.00e+00, 0.742, 0.994, 14.238, 23.437, 0.454, 0.132, 7637.53)
output_full_group1-group4_process3_30-5-25	Run 4	-12219.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.232, 0.203, 5.0, 0.913, 64.537, 0.00e+00, 0.683, 1.054, 15.435, 23.695, 0.424, 0.137, 7152.27)
output_full_group1-group4_process3_30-5-25	Run 3	-12483.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.2, 1.132, 5.0, 1.179, 56.482, 0.00e+00, 0.472, 1.674, 21.42, 34.516, 0.265, 0.127, 5222.98)
output_full_group1-group4_process3_30-5-25	Run 5	-12858.50	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(100.0, 4.282, 2.047, 2.378, 35.007, 0.00e+00, 0.084, 0.969, 18.704, 27.999, 0.411, 0.141, 6694.02)
output_full_group1-group4_process3_30-5-25	Run 6	-12912.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.799, 0.88, 1.764, 2.232, 36.988, 0.00e+00, 0.001, 0.832, 16.478, 24.047, 0.49, 0.189, 7443.06)
output_full_group1-Amil_process1_30-5-25	Run 5	-21747.61	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.025, 5.718, 4.09, 0.997, 12.276, 0.00e+00, 0.232, 1.522, 16.688, 9.709, 0.042, 0.219, 10755.56)
output_full_group1-Amil_process1_30-5-25	Run 2	-21754.08	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.455, 0.52, 5.0, 1.173, 14.229, 0.00e+00, 0.214, 1.71, 19.338, 11.28, 0.039, 0.181, 9347.86)
output_full_group1-Amil_process1_30-5-25	Run 1	-21769.06	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.646, 0.035, 5.0, 1.251, 16.375, 0.00e+00, 0.159, 1.899, 21.041, 11.711, 0.033, 0.189, 8666.58)
output_full_group1-Amil_process1_30-5-25	Run 8	-21773.06	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.641, 34.894, 4.667, 1.139, 19.534, 0.00e+00, 0.16, 1.78, 19.5, 10.108, 0.034, 0.218, 9313.60)
output_full_group1-Amil_process1_30-5-25	Run 6	-21801.77	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.43, 1.214, 4.921, 1.122, 13.55, 0.00e+00, 0.259, 1.563, 18.304, 10.488, 0.045, 0.17, 9977.24)
output_full_group3-group4_process4_30-5-25	Run 4	-9049.30	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.974, 12.699, 2.119, 6.56, 24.698, 0.00e+00, 0.00e+00, 0.711, 15.777, 29.286, 0.973, 0.221, 7517.87)
output_full_group3-group4_process4_30-5-25	Run 5	-9208.46	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.851, 12.564, 1.84, 3.888, 42.301, 0.001, 7.65e-05, 0.756, 12.503, 21.709, 1.133, 0.183, 8042.22)
output_full_group3-group4_process4_30-5-25	Run 1	-9341.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.523, 8.21, 2.476, 5.857, 31.482, 0.00e+00, 0.00e+00, 0.948, 22.758, 31.736, 0.675, 0.187, 6335.48)
output_full_group3-group4_process4_30-5-25	Run 3	-9501.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.605, 0.981, 1.817, 3.908, 33.051, 0.005, 0.002, 0.914, 16.609, 24.626, 0.878, 0.202, 7659.64)
output_full_group3-group4_process4_30-5-25	Run 7	-10348.70	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.392, 0.963, 2.378, 3.057, 57.648, 0.00e+00, 0.121, 1.319, 16.498, 29.92, 0.76, 0.098, 6133.33)
output_full_group4-Amil_process1_30-5-25	Run 6	-25549.88	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.045, 1.296, 2.9, 1.148, 14.239, 0.00e+00, 0.00e+00, 2.531, 23.408, 8.72, 0.033, 0.266, 10877.93)
output_full_group4-Amil_process1_30-5-25	Run 2	-25567.65	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.311, 5.333, 2.728, 1.049, 12.485, 0.00e+00, 0.00e+00, 2.391, 21.741, 8.277, 0.035, 0.288, 11577.42)
output_full_group4-Amil_process1_30-5-25	Run 7	-25596.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.336, 0.517, 2.375, 1.0, 12.593, 0.00e+00, 0.00e+00, 2.163, 20.186, 7.541, 0.039, 0.308, 12633.23)
output_full_group4-Amil_process1_30-5-25	Run 4	-25615.97	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.17, 0.96, 2.14, 0.848, 8.727, 0.00e+00, 0.00e+00, 2.103, 18.686, 7.121, 0.038, 0.34, 13508.40)
output_full_group4-Amil_process1_30-5-25	Run 8	-25632.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.354, 4.044, 2.131, 0.884, 10.018, 0.00e+00, 0.00e+00, 1.963, 18.676, 6.86, 0.04, 0.351, 13884.48)
output_full_group2-group4_process5_30-5-25	Run 3	-12777.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.037, 17.755, 2.358, 5.405, 36.731, 0.00e+00, 0.00e+00, 1.083, 22.575, 31.095, 0.441, 0.101, 6112.85)
output_full_group2-group4_process5_30-5-25	Run 7	-12886.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.991, 0.966, 2.22, 3.713, 47.387, 0.00e+00, 0.00e+00, 1.347, 21.831, 31.05, 0.44, 0.074, 5903.14)
output_full_group2-group4_process5_30-5-25	Run 2	-12922.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.564, 1.031, 1.951, 4.568, 38.073, 0.00e+00, 0.00e+00, 0.912, 19.506, 25.167, 0.518, 0.118, 7123.60)
output_full_group2-group4_process5_30-5-25	Run 4	-12926.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.04, 0.835, 2.34, 6.924, 33.264, 0.00e+00, 0.00e+00, 0.705, 21.493, 26.491, 0.569, 0.15, 6804.86)
output_full_group2-group4_process5_30-5-25	Run 5	-12968.19	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.136, 5.275, 2.196, 3.251, 51.033, 0.00e+00, 0.00e+00, 1.439, 21.394, 31.561, 0.433, 0.07, 5819.58)
output_full_group2-Amil_process7_30-5-25	Run 4	-24151.99	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(11.406, 1.426, 3.095, 1.291, 17.244, 0.00e+00, 0.00e+00, 2.58, 22.585, 10.472, 0.033, 0.222, 8773.52)
output_full_group2-Amil_process7_30-5-25	Run 2	-24175.63	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.374, 7.463, 2.305, 1.071, 17.041, 0.00e+00, 0.00e+00, 2.097, 18.665, 8.963, 0.044, 0.249, 10587.27)
output_full_group2-Amil_process7_30-5-25	Run 1	-24175.63	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.993, 0.293, 2.733, 1.179, 15.938, 0.00e+00, 0.026, 2.312, 20.384, 9.846, 0.04, 0.225, 9641.12)
output_full_group2-Amil_process7_30-5-25	Run 8	-24185.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.628, 1.047, 2.027, 1.0, 16.954, 0.00e+00, 0.00e+00, 1.902, 16.86, 8.108, 0.049, 0.267, 11632.39)
output_full_group2-Amil_process7_30-5-25	Run 7	-24193.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.765, 0.381, 1.717, 0.837, 18.618, 0.00e+00, 0.00e+00, 1.701, 15.103, 7.138, 0.055, 0.305, 13048.66)
output_full_group2-group4_process6_30-5-25	Run 7	-12761.74	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.034, 0.282, 2.285, 4.771, 36.977, 0.00e+00, 0.00e+00, 1.089, 22.912, 30.97, 0.456, 0.095, 6192.51)
